model,benchmark,detector,n_clean,n_contam,clean_acc,contam_acc,obs_gap,ci_low,ci_high,perm_p
ibm-granite__granite-3.1-8b-base,hellaswag_val,mink_50,500,500,0.0,0.0,0.0,0.0,0.0,1.0
ibm-granite__granite-3.1-8b-base,arc_challenge,mink_5,500,500,0.728,0.762,-0.03400000000000003,-0.08799999999999997,0.018000000000000016,0.1204
ibm-granite__granite-3.1-8b-base,arc_challenge,mink_10,500,500,0.736,0.754,-0.018000000000000016,-0.07000000000000006,0.03400000000000003,0.2824
ibm-granite__granite-3.1-8b-base,arc_challenge,mink_20,500,500,0.73,0.76,-0.030000000000000027,-0.08200000000000007,0.02200000000000002,0.155
ibm-granite__granite-3.1-8b-base,arc_challenge,mink_30,500,500,0.734,0.756,-0.02200000000000002,-0.07600000000000007,0.03200000000000003,0.2218
ibm-granite__granite-3.1-8b-base,arc_challenge,mink_50,500,500,0.728,0.762,-0.03400000000000003,-0.08800000000000008,0.016000000000000014,0.1254
ibm-granite__granite-3.1-8b-base,arc_challenge,v2_ensemble,588,22,0.7551020408163265,0.6363636363636364,0.11873840445269013,-0.08012909709338281,0.31759431045145314,0.926
ibm-granite__granite-3.1-8b-base,humaneval,mink_5,82,82,0.0,0.0,0.0,0.0,0.0,1.0
ibm-granite__granite-3.1-8b-base,humaneval,mink_10,82,82,0.0,0.0,0.0,0.0,0.0,1.0
ibm-granite__granite-3.1-8b-base,humaneval,mink_20,82,82,0.0,0.0,0.0,0.0,0.0,1.0
ibm-granite__granite-3.1-8b-base,humaneval,mink_30,82,82,0.0,0.0,0.0,0.0,0.0,1.0
ibm-granite__granite-3.1-8b-base,humaneval,mink_50,82,82,0.0,0.0,0.0,0.0,0.0,1.0
ibm-granite__granite-3.1-8b-base,humaneval,v2_ensemble,22,23,0.0,0.0,0.0,0.0,0.0,1.0
ibm-granite__granite-3.1-8b-base,mbpp,mink_5,250,250,0.0,0.0,0.0,0.0,0.0,1.0
ibm-granite__granite-3.1-8b-base,mbpp,mink_10,250,250,0.0,0.0,0.0,0.0,0.0,1.0
ibm-granite__granite-3.1-8b-base,mbpp,mink_20,250,250,0.0,0.0,0.0,0.0,0.0,1.0
ibm-granite__granite-3.1-8b-base,mbpp,mink_30,250,250,0.0,0.0,0.0,0.0,0.0,1.0
ibm-granite__granite-3.1-8b-base,mbpp,mink_50,250,250,0.0,0.0,0.0,0.0,0.0,1.0
ibm-granite__granite-3.1-8b-base,mbpp,v2_ensemble,392,24,0.0,0.0,0.0,0.0,0.0,1.0
ibm-granite__granite-3.1-8b-base,truthfulqa_mc,mink_5,408,409,0.36519607843137253,0.24449877750611246,0.12069730092526007,0.05938818375761062,0.18192416942327053,1.0
ibm-granite__granite-3.1-8b-base,truthfulqa_mc,mink_10,408,409,0.34068627450980393,0.26894865525672373,0.0717376192530802,0.0056866939930006535,0.1378062227335922,0.9902
ibm-granite__granite-3.1-8b-base,truthfulqa_mc,mink_20,408,409,0.3235294117647059,0.2860635696821516,0.037465842082554324,-0.023784847068411715,0.10114354115729424,0.882
ibm-granite__granite-3.1-8b-base,truthfulqa_mc,mink_30,408,409,0.32107843137254904,0.2885085574572127,0.032569873915336334,-0.031047749173018835,0.09619348962078719,0.8566
ibm-granite__granite-3.1-8b-base,truthfulqa_mc,mink_50,408,409,0.32107843137254904,0.2885085574572127,0.032569873915336334,-0.033511463876504145,0.09621760990459755,0.8644
ibm-granite__granite-3.1-8b-base,truthfulqa_mc,v2_ensemble,347,30,0.26512968299711814,0.4666666666666667,-0.20153698366954853,-0.3912584053794428,-0.02038904899135483,0.0162
meta-llama__Llama-3.1-8B,gsm8k_test,mink_5,500,500,0.136,0.232,-0.096,-0.14400000000000002,-0.048000000000000015,0.0
meta-llama__Llama-3.1-8B,gsm8k_test,mink_10,500,500,0.13,0.238,-0.10799999999999998,-0.15800000000000003,-0.06,0.0002
meta-llama__Llama-3.1-8B,gsm8k_test,mink_20,500,500,0.144,0.224,-0.08000000000000002,-0.12600000000000003,-0.032,0.0006
meta-llama__Llama-3.1-8B,gsm8k_test,mink_30,500,500,0.142,0.226,-0.08400000000000002,-0.12805000000000002,-0.036000000000000004,0.0002
meta-llama__Llama-3.1-8B,gsm8k_test,mink_50,500,500,0.152,0.216,-0.064,-0.112,-0.014000000000000012,0.0066
meta-llama__Llama-3.1-8B,mmlu_test,mink_5,484,485,0.6425619834710744,0.6453608247422681,-0.002798841271193675,-0.060706419868791044,0.0590954886257136,0.4788
meta-llama__Llama-3.1-8B,mmlu_test,mink_10,484,485,0.5971074380165289,0.6907216494845361,-0.09361421146800719,-0.15149473886001533,-0.0357874669847491,0.0008
meta-llama__Llama-3.1-8B,mmlu_test,mink_20,484,485,0.5971074380165289,0.6907216494845361,-0.09361421146800719,-0.15773366277583714,-0.03580525261991981,0.0012
meta-llama__Llama-3.1-8B,mmlu_test,mink_30,484,485,0.6012396694214877,0.6865979381443299,-0.08535826872284225,-0.14524314134787417,-0.027532163244440695,0.0036
meta-llama__Llama-3.1-8B,mmlu_test,mink_50,484,485,0.6177685950413223,0.6701030927835051,-0.052334497742182795,-0.11633307063133681,0.011608801226889258,0.0476
meta-llama__Llama-3.1-8B,hellaswag_val,mink_5,500,500,0.438,0.388,0.04999999999999999,-0.010000000000000009,0.10800000000000004,0.9514
meta-llama__Llama-3.1-8B,hellaswag_val,mink_10,500,500,0.42,0.406,0.013999999999999957,-0.04999999999999999,0.07400000000000001,0.6864
meta-llama__Llama-3.1-8B,hellaswag_val,mink_20,500,500,0.404,0.422,-0.01799999999999996,-0.08000000000000002,0.04004999999999976,0.2996
meta-llama__Llama-3.1-8B,hellaswag_val,mink_30,500,500,0.382,0.444,-0.062,-0.124,0.0020000000000000018,0.0256
meta-llama__Llama-3.1-8B,hellaswag_val,mink_50,500,500,0.368,0.458,-0.09000000000000002,-0.15199999999999997,-0.02999999999999997,0.002
meta-llama__Llama-3.1-8B,arc_challenge,mink_5,500,500,0.776,0.8,-0.02400000000000002,-0.07399999999999995,0.028000000000000025,0.1992
meta-llama__Llama-3.1-8B,arc_challenge,mink_10,500,500,0.784,0.792,-0.008000000000000007,-0.05799999999999994,0.040000000000000036,0.4048
meta-llama__Llama-3.1-8B,arc_challenge,mink_20,500,500,0.79,0.786,0.0040000000000000036,-0.04800000000000004,0.05404999999999977,0.5872
meta-llama__Llama-3.1-8B,arc_challenge,mink_30,500,500,0.788,0.788,0.0,-0.050000000000000044,0.052000000000000046,0.5368
meta-llama__Llama-3.1-8B,arc_challenge,mink_50,500,500,0.786,0.79,-0.0040000000000000036,-0.05400000000000005,0.04600000000000004,0.4814
meta-llama__Llama-3.1-8B,arc_challenge,v2_ensemble,726,14,0.7920110192837465,0.7142857142857143,0.07772530499803221,-0.14069264069264076,0.3238636363636354,0.8456
meta-llama__Llama-3.1-8B,humaneval,mink_5,82,82,0.08536585365853659,0.0975609756097561,-0.01219512195121951,-0.0975609756097561,0.07317073170731708,0.498
meta-llama__Llama-3.1-8B,humaneval,mink_10,82,82,0.10975609756097561,0.07317073170731707,0.03658536585365854,-0.04878048780487805,0.12195121951219513,0.8574
meta-llama__Llama-3.1-8B,humaneval,mink_20,82,82,0.10975609756097561,0.07317073170731707,0.03658536585365854,-0.04878048780487805,0.12195121951219512,0.8624
meta-llama__Llama-3.1-8B,humaneval,mink_30,82,82,0.10975609756097561,0.07317073170731707,0.03658536585365854,-0.04878048780487805,0.12195121951219513,0.862
meta-llama__Llama-3.1-8B,humaneval,mink_50,82,82,0.10975609756097561,0.07317073170731707,0.03658536585365854,-0.04878048780487805,0.12195121951219513,0.8644
meta-llama__Llama-3.1-8B,humaneval,v2_ensemble,19,24,0.10526315789473684,0.16666666666666666,-0.06140350877192982,-0.2807017543859649,0.1381578947368421,0.446
meta-llama__Llama-3.1-8B,mbpp,mink_5,250,250,0.0,0.0,0.0,0.0,0.0,1.0
meta-llama__Llama-3.1-8B,mbpp,mink_10,250,250,0.0,0.0,0.0,0.0,0.0,1.0
meta-llama__Llama-3.1-8B,mbpp,mink_20,250,250,0.0,0.0,0.0,0.0,0.0,1.0
meta-llama__Llama-3.1-8B,mbpp,mink_30,250,250,0.0,0.0,0.0,0.0,0.0,1.0
meta-llama__Llama-3.1-8B,mbpp,mink_50,250,250,0.0,0.0,0.0,0.0,0.0,1.0
meta-llama__Llama-3.1-8B,mbpp,v2_ensemble,397,11,0.0,0.0,0.0,0.0,0.0,1.0
meta-llama__Llama-3.1-8B,truthfulqa_mc,mink_5,408,409,0.4117647058823529,0.3740831295843521,0.03768157629800084,-0.033265167313869304,0.1013412975214536,0.8722
meta-llama__Llama-3.1-8B,truthfulqa_mc,mink_10,408,409,0.39950980392156865,0.3863080684596577,0.013201735461910946,-0.05532998346037681,0.07930644446042479,0.6788
meta-llama__Llama-3.1-8B,truthfulqa_mc,mink_20,408,409,0.40441176470588236,0.38141809290953543,0.022993671796346926,-0.04551512536554961,0.09148943501606022,0.7698
meta-llama__Llama-3.1-8B,truthfulqa_mc,mink_30,408,409,0.4166666666666667,0.3691931540342298,0.047473512632436876,-0.021082026942806475,0.11128559614554842,0.9248
meta-llama__Llama-3.1-8B,truthfulqa_mc,mink_50,408,409,0.4019607843137255,0.38386308068459657,0.018097703629128936,-0.048001162567716575,0.08419042739345128,0.7236
microsoft__Phi-3.5-mini-instruct,gsm8k_test,mink_5,500,500,0.588,0.628,-0.040000000000000036,-0.10204999999999997,0.022049999999999747,0.1104
microsoft__Phi-3.5-mini-instruct,gsm8k_test,mink_10,500,500,0.594,0.622,-0.028000000000000025,-0.08605000000000007,0.03200000000000003,0.2004
microsoft__Phi-3.5-mini-instruct,gsm8k_test,mink_20,500,500,0.606,0.61,-0.0040000000000000036,-0.06205000000000005,0.05799999999999994,0.464
microsoft__Phi-3.5-mini-instruct,gsm8k_test,mink_30,500,500,0.616,0.6,0.016000000000000014,-0.04200000000000004,0.07600000000000007,0.7272
microsoft__Phi-3.5-mini-instruct,gsm8k_test,mink_50,500,500,0.62,0.596,0.02400000000000002,-0.03400000000000003,0.0820499999999998,0.8108
microsoft__Phi-3.5-mini-instruct,gsm8k_test,v2_ensemble,540,57,0.6092592592592593,0.5263157894736842,0.0829434697855751,-0.05655458089668621,0.22602339181286552,0.9118
microsoft__Phi-3.5-mini-instruct,mmlu_test,mink_5,484,485,0.5971074380165289,0.6865979381443299,-0.08949050012780102,-0.14935258157962006,-0.029662072931754317,0.003
microsoft__Phi-3.5-mini-instruct,mmlu_test,mink_10,484,485,0.6012396694214877,0.6824742268041237,-0.08123455738263607,-0.14111378546476952,-0.023400251341910247,0.0048
microsoft__Phi-3.5-mini-instruct,mmlu_test,mink_20,484,485,0.6012396694214877,0.6824742268041237,-0.08123455738263607,-0.13899644287296575,-0.02128173724120335,0.005
microsoft__Phi-3.5-mini-instruct,mmlu_test,mink_30,484,485,0.5971074380165289,0.6865979381443299,-0.08949050012780102,-0.1472653787168782,-0.03168601431370875,0.003
microsoft__Phi-3.5-mini-instruct,mmlu_test,mink_50,484,485,0.6033057851239669,0.6804123711340206,-0.07710658601005371,-0.13699007412456335,-0.019327660390219034,0.0078
microsoft__Phi-3.5-mini-instruct,hellaswag_val,mink_5,500,500,0.888,0.762,0.126,0.07999999999999996,0.17400000000000004,1.0
microsoft__Phi-3.5-mini-instruct,hellaswag_val,mink_10,500,500,0.914,0.736,0.17800000000000005,0.132,0.2220000000000001,1.0
microsoft__Phi-3.5-mini-instruct,hellaswag_val,mink_20,500,500,0.916,0.734,0.18200000000000005,0.134,0.2280000000000001,1.0
microsoft__Phi-3.5-mini-instruct,hellaswag_val,mink_30,500,500,0.914,0.736,0.17800000000000005,0.132,0.22000000000000008,1.0
microsoft__Phi-3.5-mini-instruct,hellaswag_val,mink_50,500,500,0.912,0.738,0.17400000000000004,0.12995,0.21800000000000008,1.0
microsoft__Phi-3.5-mini-instruct,arc_challenge,mink_5,500,500,0.796,0.828,-0.03199999999999992,-0.07999999999999996,0.018000000000000016,0.1102
microsoft__Phi-3.5-mini-instruct,arc_challenge,mink_10,500,500,0.796,0.828,-0.03199999999999992,-0.07999999999999996,0.016000000000000014,0.1106
microsoft__Phi-3.5-mini-instruct,arc_challenge,mink_20,500,500,0.804,0.82,-0.015999999999999903,-0.061999999999999944,0.03399999999999992,0.29
microsoft__Phi-3.5-mini-instruct,arc_challenge,mink_30,500,500,0.8,0.824,-0.02399999999999991,-0.07399999999999995,0.02399999999999991,0.1846
microsoft__Phi-3.5-mini-instruct,arc_challenge,mink_50,500,500,0.8,0.824,-0.02399999999999991,-0.06999999999999995,0.02399999999999991,0.1908
microsoft__Phi-3.5-mini-instruct,humaneval,mink_5,82,82,0.12195121951219512,0.10975609756097561,0.01219512195121951,-0.08536585365853658,0.09756097560975611,0.6858
microsoft__Phi-3.5-mini-instruct,humaneval,mink_10,82,82,0.14634146341463414,0.08536585365853659,0.060975609756097546,-0.03658536585365854,0.15853658536585363,0.9246
microsoft__Phi-3.5-mini-instruct,humaneval,mink_20,82,82,0.17073170731707318,0.06097560975609756,0.10975609756097562,0.01219512195121951,0.20731707317073172,0.9928
microsoft__Phi-3.5-mini-instruct,humaneval,mink_30,82,82,0.15853658536585366,0.07317073170731707,0.08536585365853659,-0.01219512195121951,0.18292682926829268,0.9772
microsoft__Phi-3.5-mini-instruct,humaneval,mink_50,82,82,0.15853658536585366,0.07317073170731707,0.08536585365853659,-0.01219512195121951,0.18292682926829268,0.9734
microsoft__Phi-3.5-mini-instruct,humaneval,v2_ensemble,15,30,0.13333333333333333,0.16666666666666666,-0.033333333333333326,-0.23333333333333334,0.2,0.5742
microsoft__Phi-3.5-mini-instruct,mbpp,mink_5,250,250,0.0,0.0,0.0,0.0,0.0,1.0
microsoft__Phi-3.5-mini-instruct,mbpp,mink_10,250,250,0.0,0.0,0.0,0.0,0.0,1.0
microsoft__Phi-3.5-mini-instruct,mbpp,mink_20,250,250,0.0,0.0,0.0,0.0,0.0,1.0
microsoft__Phi-3.5-mini-instruct,mbpp,mink_30,250,250,0.0,0.0,0.0,0.0,0.0,1.0
microsoft__Phi-3.5-mini-instruct,mbpp,mink_50,250,250,0.0,0.0,0.0,0.0,0.0,1.0
microsoft__Phi-3.5-mini-instruct,mbpp,v2_ensemble,392,36,0.0,0.0,0.0,0.0,0.0,1.0
microsoft__Phi-3.5-mini-instruct,truthfulqa_mc,mink_5,408,409,0.5931372549019608,0.6748166259168704,-0.08167937101490963,-0.14529819262668395,-0.017938599645237408,0.0076
microsoft__Phi-3.5-mini-instruct,truthfulqa_mc,mink_10,408,409,0.6102941176470589,0.6577017114914425,-0.047407593844383644,-0.1111865681480416,0.0186314959969318,0.0906
microsoft__Phi-3.5-mini-instruct,truthfulqa_mc,mink_20,408,409,0.6372549019607843,0.6308068459657702,0.006448055995014079,-0.05724837000814995,0.07251096648928522,0.6024
microsoft__Phi-3.5-mini-instruct,truthfulqa_mc,mink_30,408,409,0.6372549019607843,0.6308068459657702,0.006448055995014079,-0.06205954264346325,0.07017219785224574,0.605
microsoft__Phi-3.5-mini-instruct,truthfulqa_mc,mink_50,408,409,0.6372549019607843,0.6308068459657702,0.006448055995014079,-0.05965680281892715,0.07255890742605119,0.5986
microsoft__phi-4,gsm8k_test,mink_5,500,500,0.356,0.53,-0.17400000000000004,-0.23599999999999993,-0.11399999999999999,0.0
microsoft__phi-4,gsm8k_test,mink_10,500,500,0.356,0.53,-0.17400000000000004,-0.23800000000000004,-0.10999999999999999,0.0
microsoft__phi-4,gsm8k_test,mink_20,500,500,0.344,0.542,-0.19800000000000006,-0.25799999999999995,-0.134,0.0
microsoft__phi-4,gsm8k_test,mink_30,500,500,0.34,0.546,-0.20600000000000002,-0.26399999999999996,-0.14800000000000002,0.0
microsoft__phi-4,gsm8k_test,mink_50,500,500,0.344,0.542,-0.19800000000000006,-0.25600000000000006,-0.138,0.0
microsoft__phi-4,mmlu_test,mink_5,484,485,0.6942148760330579,0.7711340206185567,-0.07691914458549887,-0.1346900826446281,-0.02521598364147597,0.0046
microsoft__phi-4,mmlu_test,mink_10,484,485,0.6797520661157025,0.7855670103092783,-0.10581494419357584,-0.16158313453182238,-0.05213395671807116,0.0002
microsoft__phi-4,mmlu_test,mink_20,484,485,0.6694214876033058,0.7958762886597938,-0.126454801056488,-0.18009340120984924,-0.07069939081537023,0.0
microsoft__phi-4,mmlu_test,mink_30,484,485,0.6694214876033058,0.7958762886597938,-0.126454801056488,-0.1822725142711085,-0.07278244014654509,0.0
microsoft__phi-4,mmlu_test,mink_50,484,485,0.6694214876033058,0.7958762886597938,-0.126454801056488,-0.180105648802931,-0.07073336457357068,0.0
microsoft__phi-4,hellaswag_val,mink_5,500,500,0.024,0.044,-0.019999999999999997,-0.042,0.001999999999999995,0.0634
microsoft__phi-4,hellaswag_val,mink_10,500,500,0.024,0.044,-0.019999999999999997,-0.044,0.0020000000000000018,0.0562
microsoft__phi-4,hellaswag_val,mink_20,500,500,0.022,0.046,-0.024,-0.048,-0.0019999999999999983,0.026
microsoft__phi-4,hellaswag_val,mink_30,500,500,0.022,0.046,-0.024,-0.046,-0.0020000000000000018,0.0234
microsoft__phi-4,hellaswag_val,mink_50,500,500,0.016,0.052,-0.036,-0.058,-0.014000000000000002,0.0014
microsoft__phi-4,arc_challenge,mink_5,500,500,0.296,0.23,0.06599999999999998,0.008000000000000007,0.11804999999999975,0.993
microsoft__phi-4,arc_challenge,mink_10,500,500,0.274,0.252,0.02200000000000002,-0.033999999999999975,0.07799999999999999,0.8016
microsoft__phi-4,arc_challenge,mink_20,500,500,0.286,0.24,0.045999999999999985,-0.008000000000000007,0.098,0.9562
microsoft__phi-4,arc_challenge,mink_30,500,500,0.282,0.244,0.03799999999999998,-0.01599999999999996,0.09199999999999997,0.9236
microsoft__phi-4,arc_challenge,mink_50,500,500,0.296,0.23,0.06599999999999998,0.01200000000000001,0.12000000000000002,0.9924
microsoft__phi-4,arc_challenge,v2_ensemble,637,30,0.23861852433281006,0.3333333333333333,-0.09471480900052326,-0.2676609105180534,0.07352171637885924,0.163
microsoft__phi-4,humaneval,mink_5,82,82,0.10975609756097561,0.0975609756097561,0.01219512195121951,-0.08536585365853658,0.1097560975609756,0.7032
microsoft__phi-4,humaneval,mink_10,82,82,0.0975609756097561,0.10975609756097561,-0.01219512195121951,-0.10975609756097561,0.08536585365853658,0.5014
microsoft__phi-4,humaneval,mink_20,82,82,0.10975609756097561,0.0975609756097561,0.01219512195121951,-0.08536585365853659,0.09786585365853494,0.692
microsoft__phi-4,humaneval,mink_30,82,82,0.10975609756097561,0.0975609756097561,0.01219512195121951,-0.07317073170731708,0.09756097560975611,0.6938
microsoft__phi-4,humaneval,mink_50,82,82,0.10975609756097561,0.0975609756097561,0.01219512195121951,-0.07317073170731708,0.09756097560975611,0.6878
microsoft__phi-4,humaneval,v2_ensemble,33,20,0.030303030303030304,0.05,-0.0196969696969697,-0.15,0.09090909090909091,0.6298
microsoft__phi-4,mbpp,mink_5,250,250,0.0,0.0,0.0,0.0,0.0,1.0
microsoft__phi-4,mbpp,mink_10,250,250,0.0,0.0,0.0,0.0,0.0,1.0
microsoft__phi-4,mbpp,mink_20,250,250,0.0,0.0,0.0,0.0,0.0,1.0
microsoft__phi-4,mbpp,mink_30,250,250,0.0,0.0,0.0,0.0,0.0,1.0
microsoft__phi-4,mbpp,mink_50,250,250,0.0,0.0,0.0,0.0,0.0,1.0
microsoft__phi-4,mbpp,v2_ensemble,303,43,0.0,0.0,0.0,0.0,0.0,1.0
microsoft__phi-4,truthfulqa_mc,mink_5,408,409,0.3014705882352941,0.2591687041564792,0.04230188407881491,-0.01885891581571508,0.10345159763171771,0.925
microsoft__phi-4,truthfulqa_mc,mink_10,408,409,0.30392156862745096,0.2567237163814181,0.047197852246032845,-0.014152613979577173,0.10840779160074789,0.9446
microsoft__phi-4,truthfulqa_mc,mink_20,408,409,0.28921568627450983,0.2713936430317848,0.017822043242725016,-0.04100013783019319,0.07905475454240374,0.7416
microsoft__phi-4,truthfulqa_mc,mink_30,408,409,0.2867647058823529,0.27383863080684595,0.012926075075506971,-0.04828880818831199,0.07174975430269909,0.692
microsoft__phi-4,truthfulqa_mc,mink_50,408,409,0.30637254901960786,0.254278728606357,0.05209382041325089,-0.009196869456829146,0.1133209885421161,0.9578
mistralai__Mistral-7B-v0.3,gsm8k_test,mink_5,500,500,0.07,0.122,-0.05199999999999999,-0.09,-0.013999999999999999,0.0038
mistralai__Mistral-7B-v0.3,gsm8k_test,mink_10,500,500,0.064,0.128,-0.064,-0.1,-0.03,0.0
mistralai__Mistral-7B-v0.3,gsm8k_test,mink_20,500,500,0.07,0.122,-0.05199999999999999,-0.09000000000000001,-0.016,0.004
mistralai__Mistral-7B-v0.3,gsm8k_test,mink_30,500,500,0.078,0.114,-0.036000000000000004,-0.07400000000000001,0.0,0.0298
mistralai__Mistral-7B-v0.3,gsm8k_test,mink_50,500,500,0.078,0.114,-0.036000000000000004,-0.076,0.0,0.0328
mistralai__Mistral-7B-v0.3,gsm8k_test,v2_ensemble,400,12,0.135,0.0,0.135,0.1025,0.1675,1.0
mistralai__Mistral-7B-v0.3,mmlu_test,mink_5,482,487,0.4605809128630705,0.5195071868583162,-0.05892627399524569,-0.12277354367070813,0.003145794814555789,0.037
mistralai__Mistral-7B-v0.3,mmlu_test,mink_10,484,485,0.42768595041322316,0.5525773195876289,-0.12489136917440574,-0.18676418590781285,-0.060883637215642855,0.0
mistralai__Mistral-7B-v0.3,mmlu_test,mink_20,484,485,0.4132231404958678,0.5670103092783505,-0.15378716878248272,-0.2157068458720286,-0.09185460509499868,0.0
mistralai__Mistral-7B-v0.3,mmlu_test,mink_30,484,485,0.4132231404958678,0.5670103092783505,-0.15378716878248272,-0.21769670699497312,-0.09183277242907048,0.0
mistralai__Mistral-7B-v0.3,mmlu_test,mink_50,484,485,0.4132231404958678,0.5670103092783505,-0.15378716878248272,-0.2156898057425236,-0.08978433586095251,0.0
mistralai__Mistral-7B-v0.3,hellaswag_val,mink_5,500,500,0.322,0.356,-0.033999999999999975,-0.09399999999999997,0.021999999999999964,0.1416
mistralai__Mistral-7B-v0.3,hellaswag_val,mink_10,500,500,0.318,0.36,-0.04199999999999998,-0.10599999999999998,0.01799999999999996,0.089
mistralai__Mistral-7B-v0.3,hellaswag_val,mink_20,500,500,0.316,0.362,-0.045999999999999985,-0.10600000000000004,0.01200000000000001,0.068
mistralai__Mistral-7B-v0.3,hellaswag_val,mink_30,500,500,0.312,0.366,-0.05399999999999999,-0.11399999999999999,0.0040000000000000036,0.0462
mistralai__Mistral-7B-v0.3,hellaswag_val,mink_50,500,500,0.316,0.362,-0.045999999999999985,-0.10400000000000004,0.010000000000000009,0.071
mistralai__Mistral-7B-v0.3,arc_challenge,mink_5,500,500,0.748,0.702,0.04600000000000004,-0.010000000000000009,0.10204999999999982,0.963
mistralai__Mistral-7B-v0.3,arc_challenge,mink_10,500,500,0.732,0.718,0.014000000000000012,-0.040000000000000036,0.06999999999999995,0.72
mistralai__Mistral-7B-v0.3,arc_challenge,mink_20,500,500,0.724,0.726,-0.0020000000000000018,-0.05600000000000005,0.052000000000000046,0.5038
mistralai__Mistral-7B-v0.3,arc_challenge,mink_30,500,500,0.724,0.726,-0.0020000000000000018,-0.05600000000000005,0.05600000000000005,0.5026
mistralai__Mistral-7B-v0.3,arc_challenge,mink_50,500,500,0.72,0.73,-0.010000000000000009,-0.062000000000000055,0.040000000000000036,0.394
mistralai__Mistral-7B-v0.3,humaneval,mink_5,82,82,0.08536585365853659,0.08536585365853659,0.0,-0.08536585365853659,0.08536585365853658,0.6148
mistralai__Mistral-7B-v0.3,humaneval,mink_10,82,82,0.06097560975609756,0.10975609756097561,-0.04878048780487805,-0.13414634146341464,0.036585365853658534,0.2096
mistralai__Mistral-7B-v0.3,humaneval,mink_20,82,82,0.07317073170731707,0.0975609756097561,-0.024390243902439032,-0.10975609756097561,0.06097560975609756,0.3902
mistralai__Mistral-7B-v0.3,humaneval,mink_30,82,82,0.08536585365853659,0.08536585365853659,0.0,-0.08536585365853659,0.08536585365853659,0.6152
mistralai__Mistral-7B-v0.3,humaneval,mink_50,82,82,0.08536585365853659,0.08536585365853659,0.0,-0.08536585365853659,0.08536585365853658,0.61
mistralai__Mistral-7B-v0.3,humaneval,v2_ensemble,51,11,0.09803921568627451,0.18181818181818182,-0.08377896613190731,-0.33689839572192515,0.11782531194295803,0.3604
mistralai__Mistral-7B-v0.3,mbpp,mink_5,250,250,0.0,0.0,0.0,0.0,0.0,1.0
mistralai__Mistral-7B-v0.3,mbpp,mink_10,250,250,0.0,0.0,0.0,0.0,0.0,1.0
mistralai__Mistral-7B-v0.3,mbpp,mink_20,250,250,0.0,0.0,0.0,0.0,0.0,1.0
mistralai__Mistral-7B-v0.3,mbpp,mink_30,250,250,0.0,0.0,0.0,0.0,0.0,1.0
mistralai__Mistral-7B-v0.3,mbpp,mink_50,250,250,0.0,0.0,0.0,0.0,0.0,1.0
mistralai__Mistral-7B-v0.3,truthfulqa_mc,mink_5,408,409,0.38235294117647056,0.32273838630806845,0.059614554868402114,-0.006507982165971482,0.1256713229301501,0.9688
mistralai__Mistral-7B-v0.3,truthfulqa_mc,mink_10,408,409,0.38235294117647056,0.32273838630806845,0.059614554868402114,-0.003985240184093182,0.12330438899276096,0.9674
mistralai__Mistral-7B-v0.3,truthfulqa_mc,mink_20,408,409,0.3946078431372549,0.3105134474327628,0.08409439570449206,0.020321863464212057,0.15023595929814473,0.9942
mistralai__Mistral-7B-v0.3,truthfulqa_mc,mink_30,408,409,0.40441176470588236,0.30073349633251834,0.10367826837336402,0.035211719161992415,0.16727207080876363,0.9994
mistralai__Mistral-7B-v0.3,truthfulqa_mc,mink_50,408,409,0.4068627450980392,0.2982885085574572,0.10857423654058201,0.044808296179107296,0.1722158300973201,0.999
